Clustered,datetime
81,2015-09-15T03:55:56.710000
81,2015-09-15T09:01:58.810000
81,2015-09-15T22:39:33.770000
81,2015-09-16T01:32:10.990000
81,2015-09-16T05:02:11.240000
81,2015-09-16T08:00:47.640000
81,2015-09-16T13:38:42.030000
81,2015-09-17T00:28:30.180000
81,2015-09-18T01:27:19.970000
81,2015-09-20T06:32:42.820000
81,2015-09-20T16:56:31.980000
81,2015-09-22T00:35:22.790000
81,2015-09-24T02:22:28.550000
81,2015-09-24T06:16:40.650000
81,2015-09-26T00:58:01.280000
81,2015-09-30T16:56:52.780000
81,2015-11-09T12:50:52.370000
81,2015-11-19T02:02:51.970000
81,2015-11-19T02:16:42.410000
81,2015-11-19T03:19:22
81,2015-11-19T05:17:07.330000
81,2015-11-19T05:49:57.840000
81,2015-11-19T05:52:08.990000
81,2015-11-19T09:57:14.090000
81,2015-11-19T10:12:00.340000
81,2015-11-21T16:08:41.710000
81,2015-11-22T14:31:09.890000
81,2015-11-22T14:39:58.620000
81,2015-11-24T07:22:04.630000
81,2015-11-27T20:02:46.120000
81,2015-11-28T08:27:07.680000
81,2015-11-29T06:59:01.300000
82,2014-11-07T04:03:14.120000
82,2014-11-08T11:45:19.330000
82,2014-11-08T12:52:02.730000
82,2014-11-08T12:59:27.650000
82,2014-11-08T13:54:06.660000
83,2014-11-07T04:32:25.640000
83,2014-11-07T05:46:03.540000
83,2014-11-07T14:25:29.680000
83,2014-11-08T08:52:37.380000
83,2014-11-08T10:48:08.860000
83,2014-11-08T21:17:58.770000
83,2014-11-13T03:26:18.780000
83,2014-11-13T10:22:26.100000
83,2015-01-22T09:36:26.010000
83,2015-01-22T09:40:53.660000
83,2015-01-22T09:53:39.230000
83,2015-01-22T15:07:42.200000
83,2015-02-25T12:51:27.570000
83,2015-03-03T08:05:50.370000
83,2015-03-03T09:09:59.650000
83,2015-03-03T10:02:03.550000
83,2015-03-04T06:21:27.630000
83,2015-03-23T06:54:47.010000
83,2016-01-03T04:52:02.580000
83,2016-01-03T05:20:06.540000
83,2016-01-03T23:49:38.420000
83,2016-01-03T23:51:53.230000
83,2016-01-04T00:11:58.640000
83,2016-01-04T00:27:13.410000
83,2016-01-04T00:54:12.750000
83,2016-01-10T12:28:13.220000
83,2016-01-27T15:40:53.710000
84,2014-11-07T06:06:45.010000
84,2014-11-08T02:08:55.580000
85,2014-11-07T09:43:19.470000
85,2014-11-08T14:46:01.440000
85,2014-11-08T14:49:09.070000
85,2014-11-09T04:12:42.600000
86,2014-11-07T11:08:02.220000
86,2014-11-07T20:03:23.030000
87,2014-11-07T20:38:30.490000
87,2014-11-08T12:10:54.020000
87,2014-11-17T09:46:41.660000
87,2014-11-20T22:31:40.370000
87,2014-11-21T10:13:06.170000
87,2014-11-21T17:57:04.820000
87,2014-11-22T02:40:59.380000
87,2014-12-12T11:42:16.050000
87,2014-12-12T11:58:25.840000
87,2014-12-12T13:16:40.360000
87,2014-12-12T21:37:21.960000
87,2014-12-13T00:25:36.560000
87,2014-12-13T09:04:11.660000
87,2014-12-14T06:06:00.560000
87,2014-12-14T06:24:07.860000
87,2014-12-14T06:49:58.280000
87,2014-12-14T07:15:08.560000
87,2014-12-14T09:29:00.970000
87,2014-12-14T10:04:13.290000
87,2014-12-14T12:24:39.790000
87,2014-12-14T22:58:39.490000
87,2014-12-15T14:46:40.980000
87,2014-12-15T23:09:42.170000
87,2014-12-19T17:11:30.020000
87,2014-12-20T06:45:17.880000
87,2015-01-04T13:45:02.250000
87,2015-01-13T07:25:30.120000
87,2015-01-13T11:13:00.850000
87,2015-01-13T11:41:29.360000
87,2015-01-22T13:08:28.200000
87,2015-01-29T18:35:07.830000
87,2015-01-30T05:27:03.130000
87,2015-07-16T05:15:47.020000
87,2015-07-16T05:18:08.520000
88,2014-11-10T01:20:08.540000
88,2014-11-10T02:43:52.580000
88,2014-11-17T15:15:35.300000
89,2014-11-11T01:12:58.170000
89,2014-11-11T23:19:45.160000
90,2014-11-11T01:13:28.770000
90,2014-11-11T23:20:15.770000
90,2014-11-16T18:32:52.780000
91,2014-11-15T10:26:33.220000
91,2014-11-15T16:16:13.950000
91,2015-01-22T09:32:34.460000
92,2014-11-25T08:27:35.360000
92,2014-11-26T12:13:33.170000
92,2015-03-02T04:53:29.490000
92,2015-03-02T05:24:50.020000
92,2015-03-02T07:00:38.560000
93,2014-12-22T10:20:51.940000
93,2014-12-22T22:05:41.200000
93,2014-12-22T22:07:25.070000
94,2015-01-04T10:07:24.770000
94,2015-01-04T10:34:15.580000
94,2015-01-04T10:36:16.580000
94,2015-01-05T15:40:33.530000
94,2015-01-06T01:53:13.110000
94,2015-01-06T04:07:46.340000
94,2015-01-07T08:55:25.220000
94,2015-01-07T09:20:31.440000
94,2015-01-09T12:57:24.440000
94,2015-01-13T04:26:54.080000
94,2015-01-13T05:56:35.760000
94,2015-01-31T14:25:00.360000
94,2015-05-06T22:50:36.100000
94,2015-07-16T16:01:40.010000
94,2015-07-27T02:51:27.570000
94,2015-09-12T17:30:51.910000
95,2015-01-10T02:58:53.110000
95,2015-01-12T17:21:46.610000
95,2015-01-12T21:06:19.960000
95,2015-02-17T12:24:55.340000
96,2015-01-10T14:51:20.970000
96,2015-01-10T15:03:19.540000
96,2015-01-28T22:54:51.200000
96,2015-02-23T23:39:42.960000
97,2015-01-14T01:30:35.950000
97,2015-01-15T08:52:17.800000
98,2015-02-15T09:29:26.110000
98,2015-02-19T09:12:56.840000
98,2015-02-21T09:57:36.780000
98,2015-02-21T11:23:43.670000
98,2015-02-21T13:33:28.990000
98,2015-02-21T14:07:48.270000
98,2015-02-24T05:58:08.180000
98,2015-02-25T12:37:20.300000
98,2015-03-01T14:57:28.670000
98,2015-03-02T15:00:25.980000
98,2015-03-04T07:25:51.790000
98,2015-03-04T13:12:30.480000
98,2015-03-05T07:57:53.180000
98,2015-03-05T12:22:24.140000
98,2015-03-07T11:32:19.150000
98,2015-03-07T13:04:54.160000
98,2015-03-07T14:04:36.990000
98,2015-03-08T13:38:54.050000
98,2015-03-09T10:20:28.340000
99,2015-02-17T05:37:27.340000
99,2015-02-18T20:40:04.870000
100,2015-02-17T12:41:15.860000
100,2015-02-20T11:36:00.500000
100,2015-02-21T16:11:42.690000
100,2015-03-23T06:23:34.980000
100,2015-07-23T11:47:30.040000
101,2015-02-25T10:05:50.460000
101,2015-02-26T18:05:34.080000
102,2015-03-08T19:43:55.510000
102,2015-03-09T03:57:31.030000
103,2015-04-24T02:33:45.750000
103,2015-04-24T05:45:01.930000
104,2015-05-05T06:02:07.390000
104,2015-05-05T06:02:51.390000
105,2015-05-25T17:53:40.420000
105,2015-05-26T07:29:05.190000
106,2015-06-18T17:48:44.350000
106,2015-06-19T01:38:32.420000
106,2017-10-17T14:58:27.040000
106,2017-10-17T16:01:19.590000
107,2015-06-25T20:26:19.820000
107,2015-06-26T13:30:31.400000
108,2015-06-27T14:17:17.370000
108,2015-06-27T14:34:23.800000
109,2015-07-22T05:24:28.980000
109,2015-07-23T10:10:54.460000
109,2015-08-05T17:12:34.390000
109,2015-08-10T18:48:09.670000
109,2015-09-09T18:50:58.200000
109,2015-09-18T09:52:11.160000
109,2015-10-08T08:10:06.210000
109,2015-10-18T01:04:41.530000
109,2016-03-28T05:31:31.020000
109,2016-04-16T15:15:29.120000
109,2016-09-08T17:50:48.040000
110,2015-07-27T02:17:30.440000
110,2015-07-29T16:53:36.860000
110,2015-09-05T16:57:25.480000
110,2015-09-05T23:25:42.440000
111,2015-07-27T02:53:41.470000
111,2015-07-27T04:16:14.720000
111,2015-07-27T05:29:57.700000
112,2015-07-27T07:06:13.670000
112,2015-07-27T07:10:10
112,2015-08-11T00:35:08.250000
112,2015-08-12T08:59:22.120000
112,2015-08-14T06:57:36.400000
112,2015-08-16T13:03:04.210000
112,2015-08-17T11:26:04.040000
112,2015-08-18T20:39:14.500000
112,2015-08-19T16:58:14.330000
112,2015-08-20T21:39:30.640000
112,2015-08-23T06:33:28.210000
112,2015-08-25T07:03:51.510000
112,2015-09-16T08:00:16.810000
112,2015-09-30T16:56:21.950000
113,2015-07-27T14:43:20.520000
113,2015-07-27T15:17:26.300000
114,2015-08-01T18:48:33.350000
114,2015-08-04T08:53:08.440000
114,2015-09-14T14:01:33.720000
114,2015-09-14T15:14:48.310000
114,2015-09-14T15:18:59.370000
114,2015-09-14T15:28:42.830000
114,2015-09-14T19:01:24.350000
114,2015-09-14T21:21:39.440000
114,2015-09-14T23:18:51.410000
114,2015-09-16T05:01:38.090000
114,2015-09-16T13:38:08.800000
114,2015-11-19T03:02:04.300000
114,2015-11-22T14:30:36.770000
114,2015-11-22T14:39:25.470000
114,2015-11-24T07:21:31.520000
114,2018-04-27T10:56:43.930000
115,2015-08-02T23:24:03.110000
115,2015-08-03T12:02:21.480000
115,2019-09-16T12:00:15.115000
115,2019-09-16T12:00:51.235000
116,2015-08-19T04:11:34.050000
116,2015-08-19T04:17:35.830000
117,2015-09-09T21:49:11.590000
117,2015-09-10T04:47:37.950000
117,2016-04-11T19:13:50.230000
117,2018-08-14T11:06:08.800000
117,2018-08-22T09:40:05.790000
117,2018-08-22T09:49:53.470000
117,2018-08-22T09:50:41.100000
117,2018-08-22T09:51:28.420000
117,2018-08-22T09:58:04.070000
117,2018-08-22T09:58:51.180000
117,2018-08-22T10:11:20.630000
117,2018-08-22T11:11:27.950000
117,2018-08-22T11:47:40.990000
117,2018-08-22T12:01:36.950000
117,2018-08-22T14:13:41.980000
117,2018-08-24T02:55:12.640000
117,2018-08-24T10:49:39.700000
117,2018-08-24T12:20:52.080000
117,2018-08-24T17:34:44.030000
117,2018-08-25T12:01:53.290000
117,2018-08-26T06:58:29.700000
117,2018-08-28T06:57:34.700000
117,2018-08-29T10:32:21.820000
117,2018-08-31T04:31:54.700000
117,2018-09-03T13:32:10.240000
117,2018-09-06T19:00:50.370000
117,2018-09-28T06:25:32.560000
117,2019-08-29T15:36:16.700000
117,2019-08-30T10:12:27.810000
117,2019-09-01T01:53:23.280000
117,2019-09-02T23:33:33.260000
117,2019-09-05T08:51:51.580000
118,2015-09-18T20:12:13.120000
118,2015-09-19T11:26:27.830000
119,2015-09-26T18:28:11.810000
119,2015-09-26T19:28:20.280000
119,2015-09-26T20:24:33.100000
119,2015-09-29T18:57:10.640000
119,2015-10-04T13:28:59.890000
119,2015-10-06T05:23:35.300000
120,2015-09-27T17:18:37.340000
120,2015-09-28T03:45:03.890000
120,2015-09-29T01:27:40.800000
121,2015-10-03T13:51:57.570000
121,2015-10-05T04:42:29.700000
122,2015-10-17T23:21:47.190000
122,2015-10-18T00:43:00.310000
122,2015-10-18T00:43:30.710000
122,2015-10-18T02:06:29.480000
122,2016-01-04T01:05:38.860000
123,2015-10-22T09:22:49.210000
123,2015-10-22T11:28:20.050000
123,2015-10-22T12:56:06.370000
123,2015-10-22T13:18:11.480000
123,2015-10-22T14:11:40.720000
123,2015-10-22T16:20:18.630000
123,2015-10-22T16:28:50.130000
123,2015-10-22T17:36:45.340000
123,2015-10-22T17:39:44.050000
123,2015-10-22T17:41:06.240000
123,2015-10-22T19:01:01.600000
123,2015-10-22T21:25:21.270000
123,2015-10-22T21:40:11.460000
123,2015-10-22T22:32:20.660000
123,2015-10-22T23:25:23.100000
123,2015-10-22T23:44:52.070000
123,2015-10-23T01:00:10.430000
123,2015-10-23T02:24:10.800000
123,2015-10-23T03:31:14.040000
123,2015-10-23T05:45:01.740000
123,2015-10-23T06:54:38.250000
123,2015-10-23T08:16:59.100000
123,2015-10-23T08:29:57.100000
123,2015-10-23T08:30:41.230000
123,2015-10-23T14:17:41.770000
123,2015-10-23T14:31:54.260000
123,2015-10-23T15:31:06.660000
123,2015-10-23T17:23:01.840000
123,2015-10-23T19:17:27.660000
123,2015-10-23T20:45:59.540000
123,2015-10-23T23:26:16.140000
123,2015-10-23T23:48:51.520000
123,2015-10-24T01:50:12.460000
123,2015-10-24T14:45:38.850000
123,2015-10-24T17:25:40.650000
123,2015-10-25T00:40:10.660000
123,2015-10-25T11:20:59.570000
123,2015-10-27T14:44:05.070000
123,2015-11-03T22:59:05.010000
123,2015-11-06T10:57:25.750000
123,2015-11-06T11:12:56.620000
123,2015-11-19T22:35:19.540000
123,2015-11-19T22:50:19.770000
124,2015-10-22T19:42:03.980000
124,2015-10-22T19:55:34.370000
124,2015-10-22T20:50:12.780000
124,2015-10-22T22:35:03.720000
124,2015-10-22T23:05:58.220000
124,2015-10-22T23:19:46.500000
124,2015-10-23T01:09:38.070000
124,2015-10-23T01:12:20.090000
124,2015-10-23T04:20:17.970000
124,2015-10-23T07:11:50.730000
124,2015-10-23T08:53:55.820000
124,2015-10-23T10:34:05.750000
124,2015-10-23T11:41:31.710000
124,2015-10-23T11:55:31.340000
124,2015-10-23T16:26:49.560000
124,2015-10-23T16:45:48.960000
124,2015-10-23T18:21:57.610000
124,2015-10-23T19:15:47.130000
124,2015-10-24T07:27:47.960000
124,2015-10-24T11:27:37.080000
124,2015-10-25T03:17:37.530000
124,2015-10-25T10:25:40.810000
124,2015-10-25T15:16:47.790000
124,2015-10-26T01:23:05.830000
124,2015-10-28T12:39:28.980000
124,2015-10-29T07:44:56.770000
124,2015-10-29T15:27:23.920000
124,2015-11-19T22:39:09.110000
124,2015-11-20T06:25:34.480000
124,2015-11-20T06:26:26.120000
124,2015-11-20T06:29:11.830000
125,2015-10-29T14:47:20.440000
125,2015-10-30T01:45:08.800000
125,2015-11-19T01:46:45.400000
125,2015-11-19T12:18:40.860000
126,2015-11-19T02:02:20.180000
126,2015-11-19T02:18:18.280000
126,2015-11-19T03:18:50.160000
126,2015-11-19T05:49:26.050000
127,2015-11-29T08:59:19.720000
127,2015-11-29T10:58:21.190000
128,2015-12-24T22:24:00.740000
128,2015-12-24T23:30:00.440000
128,2015-12-25T02:37:28.200000
128,2015-12-25T08:59:13.130000
128,2015-12-26T15:53:23.970000
128,2015-12-29T04:48:26.020000
128,2015-12-29T06:31:55.110000
128,2015-12-29T14:04:20.400000
128,2016-01-03T04:35:37.750000
128,2016-01-03T09:13:24.940000
129,2015-12-24T22:24:31.380000
129,2015-12-24T23:30:31.100000
129,2015-12-25T02:37:58.800000
129,2015-12-26T15:53:54.610000
129,2015-12-29T06:32:25.740000
129,2015-12-29T13:24:42.710000
129,2015-12-29T14:04:51.010000
129,2016-01-03T04:36:08.350000
129,2016-01-03T09:13:55.540000
130,2015-12-24T23:03:13.540000
130,2015-12-25T02:58:16.750000
130,2015-12-25T05:18:24.450000
130,2015-12-26T21:03:03.700000
130,2015-12-30T11:04:54.920000
131,2015-12-25T00:33:16.260000
131,2015-12-26T01:09:19.940000
132,2015-12-25T03:27:16.830000
132,2015-12-25T14:43:32.370000
133,2015-12-25T23:55:05.600000
133,2015-12-26T00:34:38.210000
134,2016-01-05T04:30:43.640000
134,2016-01-05T07:54:58.920000
135,2016-01-07T05:50:53.550000
135,2016-01-07T08:30:29.740000
136,2016-04-23T22:01:25.900000
136,2016-04-24T04:34:49.610000
137,2016-05-05T04:03:44.210000
137,2016-05-05T07:21:17.920000
137,2016-05-05T09:31:04.940000
138,2016-05-15T16:11:47.650000
138,2016-05-15T23:05:59.500000
139,2016-06-27T10:47:41.050000
139,2016-06-27T11:03:43.990000
139,2016-06-27T11:05:56.560000
139,2016-06-27T11:10:50.240000
140,2016-08-03T11:21:05.150000
140,2016-08-03T11:23:19.780000
141,2016-08-05T12:09:04.430000
141,2016-08-05T21:39:31.040000
141,2016-08-05T22:04:00.870000
141,2016-08-06T08:34:19.800000
141,2016-08-07T16:24:39.460000
142,2016-08-07T11:43:48.640000
142,2016-08-07T11:44:48.390000
143,2016-08-18T07:32:57.530000
143,2016-08-18T11:18:41.410000
144,2016-09-06T09:40:03.410000
144,2016-09-08T15:01:46.650000
144,2019-01-22T06:30:27.620000
145,2016-11-04T05:22:43.870000
145,2016-11-04T08:59:25.460000
146,2016-12-07T06:27:38.770000
146,2016-12-07T06:52:54.960000
146,2016-12-07T06:53:28.070000
146,2016-12-07T06:59:04.280000
146,2016-12-07T08:45:21.670000
146,2016-12-09T01:37:41.180000
147,2016-12-08T16:25:01.140000
147,2016-12-08T18:09:18.250000
147,2016-12-21T12:06:51.610000
147,2017-01-06T17:28:25.340000
148,2017-01-06T08:49:36.840000
148,2017-01-06T11:07:35.450000
149,2017-01-13T00:19:45.650000
149,2017-01-13T00:28:07.820000
149,2018-01-23T09:06:08.860000
149,2019-03-02T13:04:22.120000
150,2017-02-26T12:58:57.350000
150,2017-02-26T14:03:00.650000
151,2017-03-12T04:46:56.230000
151,2017-03-13T06:52:08.700000
151,2017-03-17T21:35:57.660000
151,2017-04-08T04:40:51.290000
151,2017-04-08T15:29:05.810000
151,2017-04-23T08:21:07.940000
152,2017-04-15T19:07:27.720000
152,2017-04-15T19:54:03.130000
153,2017-10-16T05:06:16.120000
153,2017-10-16T15:05:38.380000
154,2017-10-17T14:57:54.730000
154,2017-10-17T16:00:46.270000
155,2017-11-07T23:46:12.030000
155,2017-11-07T23:47:05.870000
155,2017-11-07T23:48:49.850000
155,2017-11-19T17:18:46.390000
156,2017-11-12T00:14:57.250000
156,2017-11-12T12:07:38.190000
156,2017-11-23T19:33:26.690000
156,2017-12-10T13:47:02.150000
157,2017-12-17T11:49:31.820000
157,2017-12-18T21:11:54.900000
158,2017-12-17T11:49:43.890000
158,2017-12-18T21:12:06.980000
159,2018-02-13T13:48:20.440000
159,2018-02-13T20:30:10.840000
160,2018-03-17T00:25:00.970000
160,2018-03-17T00:30:46.590000
161,2018-05-19T06:10:36.030000
161,2018-05-19T06:27:26.090000
161,2018-05-19T06:42:25.170000
162,2018-06-29T12:15:24.480000
162,2018-07-02T17:26:47.360000
162,2018-08-19T11:01:05.150000
163,2019-01-26T13:41:32.010000
163,2019-01-26T14:17:02.280000
163,2019-01-26T14:23:42.260000
163,2019-01-26T15:21:48.110000
164,2019-01-29T12:20:32.450000
164,2019-01-30T11:03:56.130000
165,2019-03-08T18:57:07.610000
165,2019-03-08T19:06:21.920000
166,2019-03-29T07:40:57.080000
166,2019-04-01T05:55:20.770000
166,2020-03-13T09:04:33.325000
167,2019-03-29T11:27:33.840000
167,2019-03-29T13:43:55.250000
168,2020-04-03T01:46:46.505000
168,2020-04-03T01:49:47.875000
168,2020-04-03T04:01:59.555000
168,2020-04-03T04:23:50.225000
169,2020-04-14T02:27:29.005000
169,2020-04-14T03:28:15.125000
169,2020-04-14T07:45:16.815000
170,2020-04-29T00:59:10.010000
170,2020-04-29T01:00:49.830000
171,2020-07-03T13:50:45.910000
171,2020-07-03T13:51:36.490000
172,2020-07-11T07:37:47.035000
172,2020-07-11T13:49:36.635000
